index,area,municipality,residents,unemployment,immigrants,convicted,education,income,criterias,unemploymentCriteria,immigrantsCriteria,convictedCriteria,educationCriteria,incomeCriteria,ghetto,year,missingData
105,Fælledvej-området,Roskilde,1387,33.5797598627787,29.4075144508671,0.8787346221441,39.1080617495712,75.5200907235341,0,0,0,0,0,0,0,2017,0
106,Ringparken/Vognmandsparken/Bakkegården,Roskilde,1698,31.7264760147601,26.5606595995289,1.1280931586608,40.3225806451613,73.0970449624509,0,0,0,0,0,0,0,2017,0
107,Rønnebærparken/Æblehaven,Roskilde,1483,41.6000000000000,43.1000000000000,2.1400000000000,53.2000000000000,63.5000000000000,2,1,0,0,1,0,0,2017,0
108,Bøgeholmen/Egeholmen/Birkeholmen,Solrød,1041,29.7645631067961,20.9414024975985,1.3906447534766,39.9038461538462,73.0731440727147,0,0,0,0,0,0,0,2017,0
109,Agervang,Holbæk,1473,46.0000000000000,54.8000000000000,1.8200000000000,56.3000000000000,61.9000000000000,3,1,1,0,1,0,1,2017,0
110,Ladegårdsparken,Holbæk,1585,37.1491658488714,33.8801261829653,1.6843971631206,49.9197431781701,67.6761455686692,0,0,0,0,0,0,0,2017,0
111,Knudskovparken,Holbæk,1357,30.8956623681125,9.2851879145173,0.8159564823209,36.7383512544803,75.6390605442240,0,0,0,0,0,0,0,2017,0
112,Sønderpark,Ringsted,953,39.2353407290016,64.1133263378804,2.3305084745763,56.9230769230769,63.3277185942386,2,0,1,0,1,0,0,2017,0
113,"Ringparken, Slagelse i alt",Slagelse,1979,45.4000000000000,56.0000000000000,2.5400000000000,57.8000000000000,56.8000000000000,3,1,1,0,1,0,1,2017,0
114,Sydbyen,Slagelse,947,44.6914529914530,37.4868004223865,2.8115501519757,55.3370786516854,60.1330995385088,3,1,0,1,1,0,0,2017,0
115,Motalavej,Slagelse,1698,44.0000000000000,50.7000000000000,2.6700000000000,63.4000000000000,56.2000000000000,3,1,1,0,1,0,1,2017,0
116,Birkevænget/Nørrevænget,Lolland,842,56.3771712158809,42.0427553444181,1.2437810945274,57.5539568345324,60.4400435080698,2,1,0,0,1,0,0,2017,0
117,Vandtårnsparken mv,Næstved,1005,40.4611149346180,25.0746268656716,1.9503546099291,50.1222493887531,60.8195961552665,2,1,0,0,1,0,0,2017,0
118,Pilegården mv,Næstved,1121,36.1359934853420,11.3595706618962,0.4689331770223,40.9214092140921,69.3305179854923,0,0,0,0,0,0,0,2017,0
119,Birkegården,Næstved,804,40.5166487647691,17.7860696517413,1.1423550087874,50.8670520231214,69.1323218516513,2,1,0,0,1,0,0,2017,0
120,Lindholm,Guldborgsund,1549,48.7000000000000,50.4000000000000,1.4800000000000,54.1000000000000,56.9000000000000,3,1,1,0,1,0,1,2017,0
121,Mosegårdsparken mv,Odense,1254,30.0509510869565,15.5324259407526,0.4612546125461,37.0762711864407,77.4069172957146,0,0,0,0,0,0,0,2017,0
122,Højstrupvej-kvarteret,Odense,1601,40.0421661843737,32.4797001873829,2.7777777777778,46.5045592705167,61.9786578281192,2,1,0,1,0,0,0,2017,0
123,Solbakken mv,Odense,1313,41.3000000000000,51.5000000000000,1.8600000000000,51.5000000000000,60.8000000000000,3,1,1,0,1,0,1,2017,0
124,Højemarksvej-kvarteret,Odense,962,37.5396578538103,28.9583333333333,2.5096525096525,42.4479166666667,66.0169446973984,0,0,0,0,0,0,0,2017,0
125,Jacob Hansens Vej,Odense,973,42.5706845238095,22.3021582733813,0.9113001215067,47.5324675324675,63.6098605991297,1,1,0,0,0,0,0,2017,0
126,Ejerslykke,Odense,1193,43.2726679712981,45.0125733445096,1.6923076923077,48.7058823529412,63.0290291772704,1,1,0,0,0,0,0,2017,0
127,Korsløkkeparken Øst,Odense,2002,45.4000000000000,56.9000000000000,1.8000000000000,45.6000000000000,61.3000000000000,2,1,1,0,0,0,0,2017,0
128,Stærmosegårdsparken/Rødegårdsparken,Odense,832,41.1790808240887,43.5096153846154,2.8571428571429,49.0084985835694,60.6910757650241,2,1,0,1,0,0,0,2017,0
129,Vollsmose,Odense,9184,52.5000000000000,68.9000000000000,3.0700000000000,57.2000000000000,56.8000000000000,4,1,1,1,1,0,1,2017,0
132,Dianavænget/Heliosvænget,Odense,916,47.2964728312679,46.8340611353712,1.1363636363636,48.1481481481481,64.5793898629816,1,1,0,0,0,0,0,2017,0
133,Jægermarken mv,Svendborg,909,55.9220672682527,41.6941694169417,2.5170068027211,59.1280653950954,60.7688632679633,2,1,0,0,1,0,0,2017,0
134,Byparken/Skovparken,Svendborg,1379,54.4000000000000,45.2000000000000,2.1800000000000,59.9000000000000,58.3000000000000,2,1,0,0,1,0,0,2017,0
135,Varbergparken,Haderslev,684,54.8501805054152,59.7953216374269,0.8474576271186,53.8095238095238,59.8175112584221,3,1,1,0,1,0,0,2017,0
136,Kløvermarken/Hvedemarken mv,Sønderborg,937,41.1515650741351,37.8868729989328,1.5374331550802,47.5703324808184,64.4669156786206,1,1,0,0,0,0,0,2017,0
137,Nørager/Søstjernevej m.fl,Sønderborg,1344,48.5000000000000,65.2000000000000,2.0900000000000,54.9000000000000,58.8000000000000,3,1,1,0,1,0,1,2017,0
138,Parkvænget mv,Esbjerg,1088,27.0007267441860,5.6481481481482,0.7374631268437,38.3333333333333,76.4179889743430,0,0,0,0,0,0,0,2017,0
139,Spangsbjergparken,Esbjerg,1140,25.6584680252987,12.7192982456140,1.2008733624454,39.0243902439024,74.8320507364064,0,0,0,0,0,0,0,2017,0
140,Præstebakken/Syrenparken,Esbjerg,1551,41.6000000000000,43.1000000000000,2.0000000000000,64.1000000000000,60.8000000000000,2,1,0,0,1,0,0,2017,0
141,Stengårdsvej,Esbjerg,1719,48.0000000000000,67.8000000000000,2.6400000000000,61.6000000000000,58.0000000000000,3,1,1,0,1,0,1,2017,0
142,Hedelundgårdparken,Esbjerg,2473,45.0000000000000,33.0000000000000,2.3000000000000,59.7000000000000,65.2000000000000,2,1,0,0,1,0,0,2017,0
143,Ådalshaven/Åhaven,Esbjerg,1303,31.8091690544413,6.3699155794321,1.8190298507463,43.2539682539683,74.8049684167247,0,0,0,0,0,0,0,2017,0
144,Høje Kolstrup,Aabenraa,1482,45.4000000000000,40.6000000000000,1.7000000000000,55.0000000000000,66.4000000000000,2,1,0,0,1,0,0,2017,0
145,Korskærparken,Fredericia,1717,45.4000000000000,52.2000000000000,1.8700000000000,55.6000000000000,62.6000000000000,3,1,1,0,1,0,1,2017,0
146,Søndermarksvej mv,Fredericia,1460,40.7000000000000,26.8000000000000,1.4000000000000,58.9000000000000,67.2000000000000,2,1,0,0,1,0,0,2017,0
147,Sønderbro,Horsens,1427,45.1000000000000,39.8000000000000,1.4000000000000,59.8000000000000,61.1000000000000,2,1,0,0,1,0,0,2017,0
148,Sundparken,Horsens,1482,54.8000000000000,69.0000000000000,1.7800000000000,61.6000000000000,56.8000000000000,3,1,1,0,1,0,1,2017,0
149,Munkebo,Kolding,1441,41.9000000000000,59.1000000000000,1.3800000000000,53.1000000000000,67.4000000000000,3,1,1,0,1,0,1,2017,0
150,Skovvejen/Skovparken,Kolding,2512,41.9000000000000,62.2000000000000,2.2900000000000,58.2000000000000,60.4000000000000,3,1,1,0,1,0,1,2017,0
151,Finlandsparken,Vejle,1630,42.5000000000000,71.9000000000000,1.9200000000000,55.9000000000000,63.5000000000000,3,1,1,0,1,0,1,2017,0
152,Løget By,Vejle,1849,41.9000000000000,36.9000000000000,2.0000000000000,56.2000000000000,63.9000000000000,2,1,0,0,1,0,0,2017,0
153,Østbyparken,Vejle,1590,29.6750727449078,17.0440251572327,0.2106741573034,40.5000000000000,74.9226328669901,0,0,0,0,0,0,0,2017,0
154,Møllevangen mv,Vejle,1237,36.5924006908463,30.5578011317704,1.6048144433300,55.4528650646950,71.6406207814372,1,0,0,0,1,0,0,2017,0
155,Vestbyen,Vejle,1834,35.4407790143084,31.9520174482007,1.4845230574858,50.6211180124224,68.0385885672020,1,0,0,0,1,0,0,2017,0
156,Gullestrup,Herning,924,53.8737777777778,31.1688311688312,3.5046728971963,53.5211267605634,61.2665227223244,3,1,0,1,1,0,0,2017,0
157,Sønderager/Brændegårdsparken,Herning,1359,45.7052096569250,40.6181015452539,1.4547413793103,49.0740740740741,68.1066046420920,1,1,0,0,0,0,0,2017,0
158,Porshøj/Fruehøj/Fredhøj,Herning,1859,35.8098510882016,32.4367939752555,1.3898080741231,48.0857580398162,66.5837130588784,0,0,0,0,0,0,0,2017,0
159,Holtbjerg,Herning,1696,44.3000000000000,45.2000000000000,1.6000000000000,54.2000000000000,65.5000000000000,2,1,0,0,1,0,0,2017,0
160,Trekanten,Holstebro,3137,41.2000000000000,40.2000000000000,1.5000000000000,52.9000000000000,65.2000000000000,2,1,0,0,1,0,0,2017,0
161,Hermann Stilings Vej m.fl,Randers,585,42.7942332896461,12.7366609294320,1.5904572564612,48.7704918032787,62.5933272378973,1,1,0,0,0,0,0,2017,0
162,Glarbjergvej-området,Randers,1477,48.3000000000000,33.8000000000000,1.5000000000000,56.0000000000000,62.3000000000000,2,1,0,0,1,0,0,2017,0
163,Gammel Jennumparken,Randers,1352,50.1000000000000,46.2000000000000,2.2000000000000,58.1000000000000,61.3000000000000,2,1,0,0,1,0,0,2017,0
164,Arendalsvej,Silkeborg,1143,42.4777027027027,24.9560632688928,0.9216589861751,47.9481641468683,67.9075800159000,1,1,0,0,0,0,0,2017,0
165,Resedavej/Nørrevang II,Silkeborg,1819,44.0000000000000,49.0000000000000,1.4000000000000,60.6000000000000,63.8000000000000,2,1,0,0,1,0,0,2017,0
166,Højvangen,Skanderborg,1134,40.2000000000000,31.6000000000000,2.0000000000000,54.2000000000000,65.5000000000000,2,1,0,0,1,0,0,2017,0
167,Håndværkerparken,Aarhus,1126,38.5518351577592,5.9608540925267,0.4817987152034,32.0564516129032,76.5947362760804,0,0,0,0,0,0,0,2017,0
168,Skådeparken/Nøddeskrænten m.fl,Aarhus,1191,34.4202472042378,8.9376053962901,1.0869565217391,29.0672451193059,75.2515832096057,0,0,0,0,0,0,0,2017,0
169,Langenæs/Kirkedammen,Aarhus,1450,35.5643454038997,22.6206896551724,1.1532125205931,35.0943396226415,71.1002017548965,0,0,0,0,0,0,0,2017,0
170,Præstevangen,Aarhus,1218,34.7673392181589,26.4367816091954,1.4613778705637,37.3931623931624,68.4286211405067,0,0,0,0,0,0,0,2017,0
171,Rosenhøj mv,Aarhus,4027,35.5625546806649,57.9339458654085,1.2354394634663,44.6494464944649,-,-,0,1,0,0,0,0,2017,1
172,Møllevangsområdet,Aarhus,2103,30.5242865816636,19.9904807234650,0.6120276742948,32.0895522388060,70.9308707141177,0,0,0,0,0,0,0,2017,0
173,Fuglesangs Alle/Charlottehøj,Aarhus,1337,34.0860215053763,25.7292445774121,1.4575971731449,37.6893939393939,71.9186289836019,0,0,0,0,0,0,0,2017,0
174,Frydenlund,Aarhus,2463,34.2216427640156,44.5391798619570,0.5901287553648,39.4736842105263,68.5117815134961,0,0,0,0,0,0,0,2017,0
175,Bispehaven,Aarhus,2256,46.5000000000000,67.0000000000000,2.4200000000000,51.3000000000000,58.6000000000000,3,1,1,0,1,0,1,2017,0
176,Århus Vest,Aarhus,3838,32.0939047619048,48.4627410109432,1.0675533776689,43.0493273542601,65.0798184321740,0,0,0,0,0,0,0,2017,0
177,Vorrevangen,Aarhus,2064,32.9673484033010,25.7156720038816,1.6002415458937,36.8351063829787,69.8077442170088,0,0,0,0,0,0,0,2017,0
178,Vejlby Vest,Aarhus,1148,37.9859249329759,30.6620209059233,1.6298020954598,33.1168831168831,72.5182601686340,0,0,0,0,0,0,0,2017,0
179,Vejlby Vænge & Vejlby Toften m.fl,Aarhus,1191,28.0980908492429,12.8463476070529,1.3544018058691,25.2821670428894,81.9724348183276,0,0,0,0,0,0,0,2017,0
180,Tousparken/Henrik Hertz Vej/Anker Jensens Vej,Aarhus,1150,33.5972762645914,27.8988666085440,0.8854166666667,37.5782881002088,71.0576412445032,0,0,0,0,0,0,0,2017,0
181,Skovgårdsparken,Aarhus,1437,41.4000000000000,68.4000000000000,1.4500000000000,51.4000000000000,61.7000000000000,3,1,1,0,1,0,1,2017,0
182,Gellerupparken/Toveshøj,Aarhus,5874,52.9000000000000,79.6000000000000,3.4300000000000,59.5000000000000,55.0000000000000,4,1,1,1,1,0,1,2017,0
184,Langkærparken,Aarhus,2020,41.2000000000000,53.6000000000000,1.5000000000000,48.1000000000000,66.7000000000000,2,1,1,0,0,0,0,2017,0
185,Trigeparken,Aarhus,1040,39.7633928571429,34.3269230769231,1.6556291390729,55.0000000000000,65.1594000494339,1,0,0,0,1,0,0,2017,0
186,Havrevej,Thisted,1159,45.1000000000000,34.3000000000000,1.7000000000000,61.6000000000000,65.9000000000000,2,1,0,0,1,0,0,2017,0
187,Ellekonebakken,Viborg,1048,54.1000000000000,48.2000000000000,2.2000000000000,61.3000000000000,58.7000000000000,2,1,0,0,1,0,0,2017,0
188,Houlkærvænget,Viborg,956,47.5158526135390,39.0167364016736,1.4437689969605,58.3783783783784,61.0859518754677,2,1,0,0,1,0,0,2017,0
189,Mølleparken,Frederikshavn,1172,37.5661124307205,15.7849829351536,1.0277492291881,45.5000000000000,73.7273808214032,0,0,0,0,0,0,0,2017,0
190,Sjællandsgade-kvarteret,Aalborg,3140,29.2044464817786,21.1231652839821,1.0742898761835,36.2385321100917,74.3433744874880,0,0,0,0,0,0,0,2017,0
191,Kastetvej,Aalborg,1187,34.3406250000000,6.0862214708369,1.7129629629630,35.6371490280778,75.6638927460077,0,0,0,0,0,0,0,2017,0
192,Grønlands-kvarteret,Aalborg,2120,37.8767072720561,27.3156899810964,1.6913946587537,40.6084656084656,67.6146823293410,0,0,0,0,0,0,0,2017,0
193,Beatesminde-området,Aalborg,1429,40.3459627329192,22.5332400279916,1.2422360248447,44.5488721804511,72.3484322665641,1,1,0,0,0,0,0,2017,0
194,"Blå-, Fyr-, Ravn- og Hvidkildevej i alt",Aalborg,1759,38.5928057553957,32.6890278567368,2.6404023470243,50.8744038155803,65.7015428478668,1,0,0,0,1,0,0,2017,0
195,Skallerupvej/Saltumvej,Aalborg,864,42.5641282565130,36.2268518518519,1.5384615384615,63.8629283489097,66.2523476470479,2,1,0,0,1,0,0,2017,0
196,Løvvangen,Aalborg,1828,43.7000000000000,44.3000000000000,2.3000000000000,53.5000000000000,63.6000000000000,2,1,0,0,1,0,0,2017,0
197,Skelagergårdene/Hasserisvænget,Aalborg,961,35.0177514792899,24.7658688865765,1.2328767123288,38.2352941176471,75.6655342727412,0,0,0,0,0,0,0,2017,0
198,Sebbersundvej mv,Aalborg,1185,41.0000000000000,21.6000000000000,2.0000000000000,54.9000000000000,64.7000000000000,2,1,0,0,1,0,0,2017,0
199,Salllingsundvej m.fl,Aalborg,1998,33.1215871860211,10.0200400801603,1.3808606294155,44.8067632850242,74.9465907827544,0,0,0,0,0,0,0,2017,0
200,"Vestbyen, Hjørring i alt",Hjørring,1012,43.1221122112211,31.8496538081108,-,56.8345323741007,68.3755491699521,-,1,0,1,1,0,0,2017,1
